Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
29-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,38,0,,0,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1436,5,,1335,NaN,NaN
29-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,167,0,,0,NaN,NaN
29-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,308,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,67,0,,0,NaN,NaN
29-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,81,1,,116,NaN,NaN
29-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,270,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,78,0,,0,NaN,NaN
29-Nov-17,02_指名関連,PC,Listing,Google,-,-,7349,145,1,67128,1.63,NaN
29-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,4,0,,0,NaN,NaN
29-Nov-17,02_指名関連,PC,Listing,Yahoo!,-,-,32228,90,1,36935,NaN,1.92
29-Nov-17,02_指名関連,PC,Listing,Google,,,116,3,,1592,1.99,NaN
29-Nov-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,67,0,,57,NaN,NaN
29-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,12,1,,464,NaN,NaN
29-Nov-17,00_手数料無料,PC,AT,GDN,-,-,3004,1,,149,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,442,4,,517,NaN,NaN
29-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,28,0,,0,NaN,NaN
29-Nov-17,02_指名関連,SP,Listing,Google,-,-,29016,445,9,208340,1.78,NaN
29-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,35,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,SP,AT,GDN,-,-,4291,9,,664,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,710,2,,732,NaN,NaN
29-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,49,0,,0,NaN,NaN
29-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,99,0,,0,NaN,NaN
29-Nov-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,43011,59,,11575,NaN,NaN
29-Nov-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,8610,8,1,4972,NaN,NaN
29-Nov-17,02_指名関連,SP,Listing,Yahoo!,-,-,26233,57,,19243,NaN,1.75
29-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,6,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,73,0,,60,NaN,NaN
29-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,48,0,,0,NaN,NaN
29-Nov-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,10478,16,,3490,NaN,NaN
29-Nov-17,00_手数料無料,PC,AT,Y!JAX,流出ターゲティング,-,2438,8,,2008,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,160,0,,0,NaN,NaN
29-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,20,0,,0,NaN,NaN
29-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,129,0,,0,NaN,NaN
29-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,53,0,,0,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,830,0,,0,NaN,NaN
29-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,422,0,,470,NaN,NaN
29-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,71,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,333,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,99,0,,0,NaN,NaN
28-Nov-17,02_指名関連,SP,Listing,Yahoo!,-,-,27089,48,,15419,NaN,1.79
28-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,72,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,AT,YDN,-,-,485081,379,,112471,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,1406,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,117,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,1247,4,,1105,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,79,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,3169,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,483,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,48,0,,0,NaN,NaN
28-Nov-17,,PC,,YDN,,,20380,4,,383,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,233,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,1032,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,329,1,,363,NaN,NaN
28-Nov-17,00_手数料無料,SP,AT,GDN,-,-,4534,6,,647,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,1031,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,78,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,179,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,657,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,427,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,95,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,822,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,338,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2322,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,178,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,1528,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,5498,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,Listing,Yahoo!,-,-,47187,70,,40813,NaN,2.26
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1620,12,,1418,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,11845,9,,2581,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,332,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,124,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,8967,8,,4550,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,144,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,168,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,222,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,550,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,AT,GDN,-,-,2769,6,,734,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,831,5,,751,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,38,1,,186,NaN,NaN
28-Nov-17,04_海外での利用,PC,Listing,Yahoo!,-,-,34239,64,,35258,NaN,3.19
28-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,134,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,195,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,244,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,48,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,33,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,AT,GDN,-,-,29411,40,,6305,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1071,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,AT,GDN,-,-,22018,20,,2290,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,299,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,532,0,,0,NaN,NaN
28-Nov-17,01_指名,SP,Listing,Yahoo!,-,-,524,18,,2245,NaN,1.02
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,1175,0,,1123,NaN,NaN
28-Nov-17,01_指名,SP,Listing,Google,-,-,1154,148,2,10366,1,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,102,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,1013,0,,0,NaN,NaN
28-Nov-17,01_指名,PC,Listing,Google,-,-,1915,154,,17312,1.02,NaN
28-Nov-17,01_指名,PC,Listing,Google,,,32,3,,295,1.05,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,379,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1044,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,108,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,742,1,,699,NaN,NaN
28-Nov-17,01_指名,PC,Listing,Yahoo!,-,-,1619,80,,4373,NaN,1.01
28-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,515,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,102,0,,0,NaN,NaN
28-Nov-17,,SP,Listing,Google,,,,,,,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,194,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,4206,1,,72,NaN,NaN
28-Nov-17,,PC,Listing,Google,,,,,,,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,499,1,,132,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,636,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,186,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,28244,213,1,62057,NaN,1.68
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,1689,7,,1794,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,14660,21,,4591,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,385,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,25879,208,1,52337,NaN,2.33
28-Nov-17,03_口座開設一般,PC,Listing,Google,,,803,14,,4592,2.38,NaN
28-Nov-17,03_口座開設一般,PC,Listing,Google,-,-,5094,93,1,50995,1.93,NaN
28-Nov-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,7543,10,,2243,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,858,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,199,0,,231,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2193,3,,302,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,1206,9,,1190,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,1518,2,,946,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,550,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,Listing,Google,-,-,15039,548,3,230461,1.48,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,4085,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,317,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,845,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,1069,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,260,1,,539,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1328,1,,92,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,993,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,224,1,,82,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,823,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,785,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,AT,GDN,-,-,777,1,,119,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,21,0,,0,NaN,NaN
28-Nov-17,05_海外への送金,PC,Listing,Google,-,-,2006,66,,38705,1.1,NaN
28-Nov-17,05_海外への送金,PC,Listing,Google,,,34,0,,0,1.33,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,592,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,172,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,417,1,,139,NaN,NaN
28-Nov-17,06_外貨預金,PC,AT,GDN,-,-,132,1,,125,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,348,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,155,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,172,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,478,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,202,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,1363,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,114,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,245,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,19,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2005,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,499,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,Listing,Google,-,-,1759,30,,17783,2.59,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1438,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,27652,28,,5027,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,304,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,59,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,Listing,Google,-,-,1811,13,,7608,2.88,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,391,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,AT,YDN,-,-,976077,811,,234365,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,17165,24,,4831,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,146,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,678,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,349,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,13120,10,,10998,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,1742,2,,204,NaN,NaN
28-Nov-17,03_口座開設一般,PC,AT,GDN,-,-,5721,5,,847,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,147,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,SP,AT,GDN,-,-,9326,12,,1346,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,238,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,383,1,,710,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,48,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1366,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,389,0,,0,NaN,NaN
28-Nov-17,01_指名,SP,Listing,Y!PSD,-,-,239,0,,8333,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2081,3,,545,NaN,NaN
28-Nov-17,01_指名,PC,Listing,Y!PSD,-,-,598,7,,8333,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,886,3,,960,NaN,NaN
28-Nov-17,05_海外への送金,SP,Listing,Google,-,-,1685,76,,38621,1.11,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,614,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,66,0,,0,NaN,NaN
28-Nov-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,4029,3,,1637,NaN,NaN
28-Nov-17,05_海外への送金,PC,Listing,Yahoo!,-,-,1831,19,,6379,NaN,1.05
28-Nov-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,6310,8,,1424,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,550,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,87,0,,0,NaN,NaN
28-Nov-17,05_海外への送金,SP,Listing,Yahoo!,-,-,881,17,,7640,NaN,1.05
28-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,172,0,,0,NaN,NaN
28-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,116,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,74,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,6802,2,,205,NaN,NaN
28-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,33,0,,0,NaN,NaN
28-Nov-17,02_指名関連,PC,Listing,Yahoo!,-,-,30578,85,1,33250,NaN,1.97
28-Nov-17,02_指名関連,PC,Listing,Google,,,1188,11,,5742,1.6,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,1359,0,,0,NaN,NaN
28-Nov-17,02_指名関連,PC,Listing,Google,-,-,6486,111,1,55770,1.61,NaN
28-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,1633,0,,0,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,874,1,,961,NaN,NaN
28-Nov-17,,,,,,,,,,,NaN,NaN
28-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,320,0,,385,NaN,NaN
28-Nov-17,02_指名関連,SP,Listing,Google,-,-,29303,411,13,183506,1.78,NaN
28-Nov-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,696,0,,0,NaN,NaN
28-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2599,8,,694,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,906,4,,787,NaN,NaN
27-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,31,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,20,0,,0,NaN,NaN
27-Nov-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,160,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,14,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1167,10,,1019,NaN,NaN
27-Nov-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,55,1,,664,NaN,NaN
27-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,255,1,,106,NaN,NaN
27-Nov-17,05_海外への送金,PC,Listing,Yahoo!,-,-,1705,21,,8674,NaN,1.18
27-Nov-17,05_海外への送金,SP,Listing,Yahoo!,-,-,977,23,,10908,NaN,1.27
27-Nov-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,550,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,SP,AT,YDN,-,-,483954,212,,40894,NaN,NaN
27-Nov-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,25,0,,0,NaN,NaN
27-Nov-17,01_指名,PC,Listing,Yahoo!,-,-,1722,87,,5606,NaN,1.02
27-Nov-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,174,1,,714,NaN,NaN
27-Nov-17,,PC,,YDN,,,9831,2,,256,NaN,NaN
27-Nov-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,34,0,,0,NaN,NaN
27-Nov-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,28,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,341,1,,338,NaN,NaN
27-Nov-17,01_指名,SP,Listing,Yahoo!,-,-,547,20,,1165,NaN,1.04
27-Nov-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,530,0,,0,NaN,NaN
27-Nov-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,292,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,282,3,,338,NaN,NaN
27-Nov-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2600,2,,277,NaN,NaN
27-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,333,0,,0,NaN,NaN
27-Nov-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1383,1,,152,NaN,NaN
27-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,52,0,,0,NaN,NaN
27-Nov-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1250,0,,0,NaN,NaN
27-Nov-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,624,0,,0,NaN,NaN
27-Nov-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,104,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,468,1,,444,NaN,NaN
27-Nov-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,282,0,,0,NaN,NaN
27-Nov-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,221,0,,252,NaN,NaN
27-Nov-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,7992,6,,1471,NaN,NaN
