Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin
03_口座開設一般,PC,Listing,Google,-,-,2017/12/10,2750,60,1,23585
03_口座開設一般,PC,Listing,Google,,,2017/12/10,615,9,,3175
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/10,2026,1,,119
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/10,429,1,,157
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/10,45,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/10,416,1,,551
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/12/10,388,0,,411
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/10,33,0,,0
01_指名,PC,Listing,Y!PSD,-,-,2017/12/10,232,10,,8064
01_指名,SP,Listing,Y!PSD,-,-,2017/12/10,138,0,,8064
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/12/10,123,0,,181
04_海外での利用,PC,AT,GDN,-,-,2017/12/10,3861,7,,607
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/10,160,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/10,14,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/12/10,93,1,,70
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,259,0,,0
01_指名,SP,Listing,Google,-,-,2017/12/10,919,102,1,6047
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/10,150,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,160,0,,0
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/12/10,184,1,,168
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/12/10,757,0,,0
01_指名,PC,Listing,Google,,,2017/12/10,21,0,,0
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/12/10,84,0,,111
01_指名,PC,Listing,Google,-,-,2017/12/10,961,86,2,11602
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/12/10,299,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/12/10,1402,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/12/10,476,2,,570
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,40,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,48,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/12/10,819,1,,83
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/10,334,1,,49
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/10,272,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/10,111,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,11,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/10,742,1,,146
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/10,47,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,17,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/10,40,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/12/10,622,4,,639
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/10,77,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/12/10,106,0,,0
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/12/10,1,0,,1
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/10,154,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/12/10,182,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/12/10,359,1,,74
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/12/10,196,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,285,1,,13
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,481,1,,196
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/10,174,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/12/10,55,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/12/10,2311,3,,1092
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/12/10,138,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/12/10,59,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/10,667,0,,0
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/10,582,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/10,909,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,765,1,,79
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/12/10,280,1,,343
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/10,132,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/10,69,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/10,2993,4,,356
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/12/10,507,2,,645
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/10,4146,7,,613
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/12/10,517,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/10,1114,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/10,46,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/10,199,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/10,192,0,,0
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/10,761,1,,132
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/12/10,50,0,,72
03_口座開設一般,PC,Listing,Yahoo!,,,2017/12/10,273,1,1,164
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/10,292,0,,0
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/12/10,36,2,,56
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/12/10,6576,56,,15272
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/12/10,687,4,,922
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/10,590,1,,242
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,100,1,,598
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/12/10,7661,39,,8924
03_口座開設一般,SP,Listing,Yahoo!,,,2017/12/10,703,1,,55
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/10,72,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/10,111,0,,0
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/10,2634,1,,97
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,63,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,37,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/12/9,663,1,,659
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/12/9,518,1,,583
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/12/9,1429,6,,1727
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,81,1,,598
02_指名関連,SP,Listing,Yahoo!,,,2017/12/9,1823,2,,79
02_指名関連,SP,Listing,Yahoo!,-,-,2017/12/9,15944,25,,7438
00_手数料無料,SP,AT,GDN,-,-,2017/12/9,1099,4,,124
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/12/9,175,1,,199
02_指名関連,PC,Listing,Yahoo!,,,2017/12/9,637,5,,1603
02_指名関連,PC,Listing,Yahoo!,-,-,2017/12/9,15657,47,,12095
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,97,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,64,0,,0
00_手数料無料,PC,AT,GDN,-,-,2017/12/9,1545,1,,53
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,119,0,,0
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,749,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,67,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,21,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,32,0,,0
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,10831,12,,5196
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,41,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,14,0,,0
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,2069,1,,70
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,15,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,51,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,1698,3,,229
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,15,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,262,1,,342
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,118,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,147,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,123,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,408,1,,73
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,153,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,493,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,80,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,9,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,595,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,57,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,45,1,,97
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/12/9,45,0,,61
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/12/9,30,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,246,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,15,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/12/9,192,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/12/9,20,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/12/9,72,0,,0
03_口座開設一般,SP,Listing,Yahoo!,,,2017/12/9,221,3,,469
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,113,1,,95
03_口座開設一般,SP,Listing,Google,,,2017/12/9,312,7,,1462
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/12/9,5394,36,,8508
03_口座開設一般,SP,Listing,Google,-,-,2017/12/9,7218,300,3,89048
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,245,0,,0
03_口座開設一般,PC,Listing,Yahoo!,,,2017/12/9,107,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/12/9,4894,46,,14692
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,170,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,653,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,41,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,17,0,,0
03_口座開設一般,PC,Listing,Google,,,2017/12/9,582,5,,1645
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,23,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,487,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/12/9,470,1,,544
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/12/9,307,1,,413
03_口座開設一般,PC,Listing,Google,-,-,2017/12/9,2416,47,,21650
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,73,1,,598
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,98,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,61,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,107,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,216,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/12/9,990,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/12/9,50,1,,57
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/12/9,754,6,,974
01_指名,PC,Listing,Google,,,2017/12/9,12,0,,0
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/12/9,150,0,,211
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/12/9,452,0,,0
01_指名,PC,Listing,Yahoo!,-,-,2017/12/9,763,62,1,2444
01_指名,PC,Listing,Google,-,-,2017/12/9,1001,76,1,8842
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,92,0,,0
01_指名,SP,Listing,Yahoo!,-,-,2017/12/9,335,13,,1770
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/12/9,466,1,,83
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,687,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,407,2,,478
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/12/9,154,1,,37
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,1283,2,,520
01_指名,SP,Listing,Google,-,-,2017/12/9,928,107,1,6858
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,4517,6,,540
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,54,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,3281,4,,1781
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/12/9,130,0,,181
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,3,0,,0
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/12/9,1,0,,1
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,14435,18,,1820
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,166,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/12/9,57,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,160,0,,0
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,6060,13,,1459
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/12/9,156,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,248,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/12/9,69,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/12/9,111,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/12/9,182,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/12/9,123,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/12/9,238,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/12/9,111,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,170,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,179,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/12/9,39,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,14,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/12/9,259,0,,0
02_指名関連,SP,Listing,Google,-,-,2017/12/9,13446,264,4,131225
02_指名関連,SP,Listing,Google,,,2017/12/9,1395,21,,10116
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,401,1,,460
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,176,0,,0
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/12/9,36,0,,54
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,60,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,89,2,,869
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,342,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/12/9,392,0,,512
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,2357,4,,1243
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,9,0,,0
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,4410,6,,2654
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/12/9,286,1,,323
00_手数料無料,PC,AT,Y!JAX,流出ターゲティング,-,2017/12/9,2447,2,,1964
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/12/9,311,4,,366
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,123,1,,446
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/12/9,545,1,,644
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,4,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,821,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,477,1,,83
04_海外での利用,PC,AT,GDN,-,-,2017/12/9,7126,7,,558
03_口座開設一般,SP,AT,GDN,-,-,2017/12/9,661,2,,103
01_指名,SP,Listing,Y!PSD,-,-,2017/12/9,121,0,,8064
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,23,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,25,0,,0
04_海外での利用,SP,AT,GDN,-,-,2017/12/9,2079,4,,218
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,1511,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/12/9,355,0,,467
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,36,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/12/9,156,0,,0
01_指名,PC,Listing,Y!PSD,-,-,2017/12/9,239,6,,8064
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/12/9,389,0,,426
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,725,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/12/9,624,0,,0
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,261,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/12/9,15,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,362,0,,0
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/12/9,142,0,,140
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/12/9,1072,1,,110
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/12/9,307,0,,0
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,827,1,,242
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/12/9,119,1,,157
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/12/9,16891,20,,5232
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,77,1,,73
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/12/9,28,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/12/9,80,1,,139
06_外貨預金,PC,AT,GDN,-,-,2017/12/9,82,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,56,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/12/9,25,1,,25
02_指名関連,PC,Listing,Google,,,2017/12/9,854,8,,3574
02_指名関連,PC,Listing,Google,-,-,2017/12/9,3337,81,,35072
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/12/9,91,1,,109
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/12/9,48,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/12/9,193,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,201,0,,0
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/12/9,2559,3,,259
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/12/9,287,0,,0
06_外貨預金,SP,AT,GDN,-,-,2017/12/9,485,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/12/9,142,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/12/9,10,0,,0
